"source","target","id","developer_comments"
"text_001_0","做什么？","text_001_0","机翻辅助：

做什么？

你要做什么？"
"text_002_0","问什么？","text_002_0","机翻辅助：

问什么？

关于什么要问？"
"text_003_0","人格面具","text_003_0","机翻辅助：

人格面具

人格面具胶片阅览"
"text_004_0","人格面具胶片覆盖","text_004_0","机翻辅助：

人格面具胶片覆盖

人格面具薄膜覆盖"
"text_005_0","持有人格面具一览","text_005_0","机翻辅助：

持有人格面具一览

所持人格面具一览"
"text_006_0","推荐合体","text_006_0","机翻辅助：

推荐合体

合体推荐"
"text_007_0","搜索合并","text_007_0","机翻辅助：

搜索合并

搜索合体"
"text_008_0","特殊合体","text_008_0",""
"text_009_0","合体预报","text_009_0","机翻辅助：

合体预报"
"text_010_0","购买技能卡","text_010_0","机翻辅助：

购买技能卡

技能卡购买"
"text_011_0","技能卡注册","text_011_0","机翻辅助：

技能卡注册

技能卡登录"
"text_012_0","确认救援日志","text_012_0","机翻辅助：

确认救援日志"
"text_013_0","救援日志详细信息","text_013_0","机翻辅助：

救援日志详细信息

救援日志详情"
"text_014_0","创建消息","text_014_0","机翻辅助：

创建消息

信息制作"
"text_015_0","图标选择","text_015_0","机翻辅助：

图标选择"
"text_016_0","创建结束","text_016_0","机翻辅助：

创建结束

完成制作"
"text_017_0","做什么？","text_017_0","机翻辅助：

做什么？

你做什么？"
"text_018_0","请选择第1只","text_018_0","机翻辅助：

请选择第1只"
"text_019_0","请选择第2只","text_019_0","机翻辅助：

请选择第2只"
"text_020_0","请选择第三个","text_020_0","机翻辅助：

请选择第三个

请选择第三个。"
"text_021_0","请选择武器","text_021_0","机翻辅助：

请选择武器

请选择武器。"
"text_022_0","请选择人格面具","text_022_0","机翻辅助：

请选择人格面具

请选择人格面具。"
"text_023_0","阅览错字本","text_023_0","机翻辅助：

阅览错字本

擦身而过阅览手册"
"text_024_0","请选择分发的人格面具","text_024_0","机翻辅助：

请选择分发的人格面具

请选择分发的人格面具。"
"text_025_0","请选择作为祭品的人格面具","text_025_0","机翻辅助：

请选择作为祭品的人格面具

请选择献祭的人格面具。"
"text_026_0","请选择第二张祭品","text_026_0","机翻辅助：

请选择第二张祭品

请选择第二个牺牲品。"
"text_027_0","请选择能让你成长的人格面具","text_027_0","机翻辅助：

请选择能让你成长的人格面具

请选择能让你成长的人格面具。"
"text_028_0","请选择能让你成长的人格面具","text_028_0","机翻辅助：

请选择能让你成长的人格面具

请选择能让你成长的人格面具。"
"text_029_0","配件合体","text_029_0","机翻辅助：

配件合体

配饰合体"
"text_030_0","请选择作为素材的人格面具","text_030_0","机翻辅助：

请选择作为素材的人格面具

请选择作为素材的人格面具。"
"text_031_0","请选择合体的饰品","text_031_0","机翻辅助：

请选择合体的饰品

请选择合体的饰品。"
"text_032_0","请选择插槽","text_032_0","机翻辅助：

请选择插槽

请选择插槽。"
