"source","target","id","developer_comments"
"text_002_0","攻击","text_002_0","翻译匹配：P5R"
"text_003_0","亚基","text_003_0","翻译匹配：P5R"
"text_004_0","亚基拉欧","text_004_0","翻译匹配：P5R"
"text_005_0","亚基达因","text_005_0","翻译匹配：P5R"
"text_006_0","玛哈拉基","text_006_0","翻译匹配：P5R"
"text_007_0","玛哈拉基翁","text_007_0","翻译匹配：P5R"
"text_008_0","玛哈拉基达因","text_008_0","翻译匹配：P5R"
"text_009_0","焰弹。","text_009_0","机翻辅助：

焰弹。

火焰弹"
"text_010_0","诸神黄昏","text_010_0","翻译匹配：P4G"
"text_015_0","加尔","text_015_0","翻译匹配：P5R"
"text_016_0","加尔拉","text_016_0","翻译匹配：P5R"
"text_017_0","加尔达因","text_017_0","翻译匹配：P5R"
"text_018_0","玛哈加尔","text_018_0","翻译匹配：P5R"
"text_019_0","玛哈加尔拉","text_019_0","翻译匹配：P5R"
"text_020_0","玛哈加尔达因","text_020_0","翻译匹配：P5R"
"text_021_0","旋风","text_021_0","机翻辅助：

旋风"
"text_022_0","万物流转","text_022_0","翻译匹配：P5R"
"text_027_0","布芙","text_027_0","翻译匹配：P5R"
"text_028_0","布芙拉","text_028_0","翻译匹配：P5R"
"text_029_0","布芙达因","text_029_0","翻译匹配：P5R"
"text_030_0","玛哈布芙","text_030_0","翻译匹配：P5R"
"text_031_0","玛哈布芙拉","text_031_0","翻译匹配：P5R"
"text_032_0","玛哈布芙达因","text_032_0","翻译匹配：P5R"
"text_033_0","极寒乐园","text_033_0","机翻辅助：

极寒乐园

极寒天堂"
"text_034_0","死者国度","text_034_0","翻译匹配：P4G"
"text_035_0","冰枪","text_035_0","机翻辅助：

冰枪"
"text_040_0","吉欧","text_040_0","翻译匹配：P5R"
"text_041_0","吉欧加","text_041_0","翻译匹配：P5R"
"text_042_0","吉欧达因","text_042_0","翻译匹配：P5R"
"text_043_0","玛哈吉欧","text_043_0","翻译匹配：P5R"
"text_044_0","玛哈吉欧加","text_044_0","翻译匹配：P5R"
"text_045_0","玛哈吉欧达因","text_045_0","翻译匹配：P5R"
"text_047_0","真理之雷","text_047_0","翻译匹配：P5R"
"text_048_0","雷霆","text_048_0","翻译匹配：SMTVV"
"text_049_0","闪雷","text_049_0","机翻辅助：

闪雷"
"text_050_0","天帝的雷光","text_050_0","机翻辅助：

天帝的雷光

天帝的光芒"
"text_052_0","米吉多","text_052_0","翻译匹配：P5R"
"text_053_0","米吉多拉","text_053_0","翻译匹配：P5R"
"text_054_0","米吉多拉翁","text_054_0","翻译匹配：P5R"
"text_056_0","漆黑之蛇","text_056_0","翻译匹配：P5R"
"text_057_0","拂晓明星","text_057_0","翻译匹配：P5R"
"text_062_0","哈玛","text_062_0","翻译匹配：P5R"
"text_063_0","哈玛翁","text_063_0","翻译匹配：P5R"
"text_064_0","玛翰玛","text_064_0","翻译匹配：P5R"
"text_065_0","玛翰玛翁","text_065_0","翻译匹配：P5R"
"text_068_0","回转讲道","text_068_0","翻译匹配：P5R"
"text_073_0","姆多","text_073_0","翻译匹配：P5R"
"text_074_0","姆多翁","text_074_0","翻译匹配：P5R"
"text_075_0","玛哈姆多","text_075_0","翻译匹配：P5R"
"text_076_0","玛哈姆多翁","text_076_0","翻译匹配：P5R"
"text_079_0","可以为我而死吗？","text_079_0","翻译匹配：P5R"
"text_084_0","普林帕","text_084_0","翻译匹配：P5R"
"text_085_0","颠塔拉弗","text_085_0","翻译匹配：P5R"
"text_086_0","施毒术","text_086_0","翻译匹配：P4G"
"text_087_0","剧毒之息","text_087_0","翻译匹配：SH2"
"text_090_0","永眠","text_090_0","翻译匹配：P5R"
"text_091_0","摇篮曲","text_091_0","翻译匹配：P5R"
"text_092_0","恶魔之触","text_092_0","翻译匹配：P5R"
"text_093_0","恶魔微笑","text_093_0","翻译匹配：P5R"
"text_096_0","沉重的道服系","text_096_0","机翻辅助：

沉重的道服系"
"text_097_0","毅力十足的手环","text_097_0","机翻辅助：

毅力十足的手环

根性的手镯

顽固的手镯"
"text_098_0","神的祭品","text_098_0","机翻辅助：

神的祭品

神的牺牲品"
"text_099_0","楼陀罗戒指","text_099_0","翻译匹配：P4G"
"text_100_0","脉轮戒指","text_100_0","翻译匹配：P4G"
"text_101_0","风柳之翼","text_101_0","机翻辅助：

风柳之翼"
"text_102_0","雪折之翼","text_102_0","机翻辅助：

雪折之翼

雪折不折的翅膀"
"text_103_0","齿亡舌存之翼","text_103_0","机翻辅助：

齿亡舌存之翼"
"text_104_0","极炎块","text_104_0","机翻辅助：

极炎块

极焰块"
"text_105_0","绝冷石","text_105_0","机翻辅助：

绝冷石"
"text_106_0","暴风戒指","text_106_0","机翻辅助：

暴风戒指

暴岚戒指"
"text_107_0","雷神的手环","text_107_0","机翻辅助：

雷神的手环

雷神手镯"
"text_108_0","白色光轮","text_108_0","机翻辅助：

白色光轮

白色光环"
"text_109_0","黑暗之轮","text_109_0","翻译匹配：P5R"
"text_110_0","白刃鸟的羽毛","text_110_0","机翻辅助：

白刃鸟的羽毛"
"text_111_0","铁制的项链","text_111_0","机翻辅助：

铁制的项链

铁制吊坠

铁吊坠"
"text_112_0","头盔","text_112_0","机翻辅助：

头盔

头盔，头盔"
"text_113_0","全能真球","text_113_0","翻译匹配：P5R"
"text_115_0","硅藻土戒指","text_115_0","机翻辅助：

硅藻土戒指

锗环

锗圈"
"text_116_0","赎罪羔羊","text_116_0","机翻辅助：

赎罪羔羊

赎罪的羊"
"text_117_0","体魂翻转戒指","text_117_0","机翻辅助：

体魂翻转戒指

体魂反转环"
"text_118_0","力魔反转戒指","text_118_0","机翻辅助：

力魔反转戒指

力魔反转环"
"text_119_0","力耐反转戒指","text_119_0","机翻辅助：

力耐反转戒指

力耐反转环

抗反转环"
"text_120_0","力速反转戒指","text_120_0","机翻辅助：

力速反转戒指

力速反转环"
"text_121_0","力运翻转戒指","text_121_0","机翻辅助：

力运翻转戒指

力运反转环"
"text_122_0","魔耐反转戒指","text_122_0","机翻辅助：

魔耐反转戒指

魔耐反转环

抗魔反转环"
"text_123_0","魔速反转戒指","text_123_0","机翻辅助：

魔速反转戒指

魔速反转环"
"text_124_0","魔运反转戒指","text_124_0","机翻辅助：

魔运反转戒指

魔运反转环"
"text_125_0","耐速反转环","text_125_0","机翻辅助：

耐速反转环

抗速反转环

超速反转环"
"text_126_0","耐运翻转戒指","text_126_0","机翻辅助：

耐运翻转戒指

抗运反转环

耐运反转环"
"text_127_0","速运反转戒指","text_127_0","机翻辅助：

速运反转戒指

速运反转环

快运反转环"
"text_130_0","碎牙","text_130_0","机翻辅助：

碎牙

牙碎

磨牙"
"text_131_0","胆碎","text_131_0","机翻辅助：

胆碎

心碎"
