"source","target","id","developer_comments"
"ITEM_POINT_SEL_0","提高警觉寻找","ITEM_POINT_SEL_0","机翻辅助：

提高警觉寻找

一边警戒一边寻找

警惕地寻找"
"ITEM_POINT_SEL_1","专心采集","ITEM_POINT_SEL_1","机翻辅助：

专心采集"
"ITEM_POINT_SEL_2","放弃","ITEM_POINT_SEL_2","机翻辅助：

放弃

停止"
"ITEM_POINT_FORCE_BTL_SEL_0","寻找","ITEM_POINT_FORCE_BTL_SEL_0","机翻辅助：

寻找"
"ITEM_POINT_FORCE_BTL_SEL_1","放弃","ITEM_POINT_FORCE_BTL_SEL_1","机翻辅助：

放弃

停止"
"SHORTCUT_SEL_0","能通过","SHORTCUT_SEL_0","机翻辅助：

能通过

通过

经过"
"SHORTCUT_SEL_1","不能通过","SHORTCUT_SEL_1","机翻辅助：

不能通过

不通

不通过"
"ENTRANCE_SEL_0","回头","ENTRANCE_SEL_0","机翻辅助：

回头

后退

返回"
"ENTRANCE_SEL_1","不回头","ENTRANCE_SEL_1","机翻辅助：

不回头

不回去

不回来"
"MSG_000_0","啊，是宝物地点。
要采集看看吗？","MSG_000_0","机翻辅助：

啊，是宝物地点。
要采集看看吗？

啊，宝物景点。
试着采集？

啊，宝贝地点。
要不要采集一下？"
"MSG_001_0","要一边警戒周围……对吧？
了解！","MSG_001_0","机翻辅助：

要一边警戒周围……对吧？
了解！

一边警戒周围……是啊。
了解！

一边警戒着周围……是啊。
明白！"
"MSG_002_0","知道了，我会集中精神在眼前的
找找看。","MSG_002_0","机翻辅助：

知道了，我会集中精神在眼前的
找找看。

好吧，集中在眼前
找找看。

知道了，集中在眼前
试着寻找吧。"
"MSG_003_0","啊，要停手吗？","MSG_003_0","机翻辅助：

啊，要停手吗？

啊，要停下来吗？

啊，你要阻止我吗？"
"MSG_004_0","这样就全部……了吧？","MSG_004_0","机翻辅助：

这样就全部……了吧？

这就全部……是吗？

这就是全部了吧？"
"MSG_005_0","这样就行了吧？","MSG_005_0","机翻辅助：

这样就行了吧？

不是很好吗？

不是挺好的吗？"
"MSG_006_0","好！","MSG_006_0","机翻辅助：

好！"
"MSG_007_0","嗯嗯。","MSG_007_0","机翻辅助：

嗯嗯。"
"MSG_008_0","呼……有点危险呢。","MSG_008_0","机翻辅助：

呼……有点危险呢。

嗯……有点危险啊。"
"MSG_009_0","咦，糟糕！","MSG_009_0","机翻辅助：

咦，糟糕！

啊，哎呀！

啊、啊呀！"
"MSG_010_0","哇，稀有！","MSG_010_0","机翻辅助：

哇，稀有！"
"MSG_011_0","太棒啦！","MSG_011_0","机翻辅助：

太棒啦！

太好了！

太棒了！"
"MSG_012_0","这是捷径吗？
要走吗？","MSG_012_0","机翻辅助：

这是捷径吗？
要走吗？

这是快捷方式吗？
去看看？

这是快捷方式？
去看看？"
"MSG_015_0","啊～～原来这边不能走啊？","MSG_015_0","机翻辅助：

啊～～原来这边不能走啊？

啊，从这边过不去吗？

啊，不能从这里通过吗？"
"MSG_018_0","这里是不是超危险的？
怎么办？","MSG_018_0","机翻辅助：

这里是不是超危险的？
怎么办？

总觉得这里超糟糕的吧？
怎么办？

这里是不是超可怕的？
怎么办？"
"MSG_019_0","真的假的？
知道了……不要掉以轻心哦。","MSG_019_0","机翻辅助：

真的假的？
知道了……不要掉以轻心哦。

真的吗？
知道了……不要放松哦。

真的？
知道了……不要松懈哦。"
"MSG_020_0","嗯，我也觉得这样比较好。","MSG_020_0","机翻辅助：

嗯，我也觉得这样比较好。

嗯，我也觉得那个好。"
"MSG_021_0","不会吧？
居然有那种强敌……吓我一跳。","MSG_021_0","机翻辅助：

不会吧？
居然有那种强敌……吓我一跳。

骗人的吧？那样的强敌
竟然出现……我吓了一跳。

是骗人的吧？竟然出现了那样的强敌……真让人吃惊。"
"MSG_022_0","这里或许有暗影的气息。
怎么办？","MSG_022_0","机翻辅助：

这里或许有暗影的气息。
怎么办？

这里可能有阴影的迹象。
怎么办？

这里可能有车道的动静。
怎么办？"
"MSG_023_0","OK。
小心地调查吧。","MSG_023_0","机翻辅助：

OK。
小心地调查吧。

好的。
要小心调查吗。

OK。要小心调查吗？"
"MSG_024_0","啊，要停手吗？
OK。","MSG_024_0","机翻辅助：

啊，要停手吗？
OK。

啊，要停下来吗？
可以。

啊，你要阻止我吗？
OK。"
"MSG_025_0","唉……真的有敌人出现耶。
采集要结束了吗？","MSG_025_0","机翻辅助：

唉……真的有敌人出现耶。
采集要结束了吗？

啊……真的敌人出来了呢。
采集到此结束吗？

哈……敌人真的来了。
采集到此结束了吗？"
"MSG_026_0","从这里可以回到电影院吧？
要回去吗？","MSG_026_0","机翻辅助：

从这里可以回到电影院吧？
要回去吗？

从这里可以回到电影院吧。
回去吗？"
"MSG_027_0","！！啊啊！！","MSG_027_0","机翻辅助：

！！啊啊！！

！！啊啊啊！！

！！啊！！"
"speaker_岳羽 ゆかり","岳羽由加莉","speaker_岳羽 ゆかり","机翻辅助：

岳羽由加莉"
